r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.126903278,0.1193212107,0.1397959348,0.1095954626,0.1531752902,0.1303241190
50%,0.1195117932,0.1405145775,0.1186740878,0.1580572012,0.1505422262,0.1116086498
25%,0.1064166957,0.1369707291,0.1322607425,0.149330111,0.1664762398,0.1389488354
10%,0.1303741938,0.156494113,0.1579473095,0.1637261427,0.1670233908,0.1359269144
5%,0.1460767742,0.1633228591,0.1652924199,0.1841127683,0.1614424405,0.1546208891
