r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,Erro,Erro,Erro,Erro,Erro,Erro
50%,Erro,Erro,Erro,Erro,Erro,Erro
25%,Erro,Erro,Erro,Erro,Erro,Erro
10%,Erro,Erro,Erro,Erro,Erro,Erro
5%,Erro,Erro,Erro,Erro,Erro,Erro
