r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0,0.0,0.0,0.0,0.0,0.0000000000
50%,0.0,0.0,0.0,0.0,0.0,0.0000000000
25%,0.0,0.0,0.0,0.0,0.0,0.0000000000
10%,0.0,0.0,0.0,0.0,0.0,0.0000000000
5%,0.0,0.0,0.0,0.0,0.0,0.0000000000
