Feature,Importance
INF_avg,0.20427669253886052
SUP_avg,0.17861334071253993
INF_sd,0.11166725783179178
INF_r1,0.079363416213811
INC_sk,0.05271404096434089
INC_avg,0.0496990951965183
INF_sk,0.04539582678979847
IND_avg,0.044587846520839115
IND_sd,0.03924713566882244
SUP_sk,0.03159953778623223
SUP_r1,0.03031968179662858
IND_r1,0.023720810994765893
INC_sd,0.02184074351583493
IND_sk,0.01745003823368154
INC_r1,0.016867222895180015
INF_kr,0.012512525923334662
IND_kr,0.011474220431061803
SUP_sd,0.010824847483637068
INC_kr,0.009823030565366667
SUP_kr,0.008002687936954229
