Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,MOEAD
3,COMOLSD
4,MOEAD
5,COMOLSD
6,COMOLSD
7,MOEAD
8,COMOLSD
9,COMOLSD
10,COMOLSD
11,MOEAD
12,COMOLSD
13,COMOLSD
14,COMOLSD
15,COMOLSD
16,COMOLSD
17,COMOLSD
18,COMOLSD
19,MOEAD
20,COMOLSD
21,COMOLSD
22,COMOLSD
23,MOEAD
24,COMOLSD
25,MOEAD
26,COMOLSD
27,COMOLSD
28,MOEAD
29,MOEAD
30,COMOLSD
31,COMOLSD
32,MOEAD
33,COMOLSD
34,MOEAD
35,COMOLSD
36,COMOLSD
37,COMOLSD
38,COMOLSD
39,COMOLSD
40,MOEAD
41,COMOLSD
42,COMOLSD
43,COMOLSD
44,MOEAD
45,MOEAD
46,MOEAD
47,MOEAD
48,COMOLSD
49,COMOLSD
50,COMOLSD
51,COMOLSD
52,MOEAD
53,COMOLSD
54,MOEAD
55,MOEAD
56,COMOLSD
57,COMOLSD
58,COMOLSD
59,COMOLSD
60,MOEAD
61,MOEAD
62,COMOLSD
63,COMOLSD
64,MOEAD
65,COMOLSD
66,COMOLSD
67,MOEAD
68,COMOLSD
69,MOEAD
70,COMOLSD
71,COMOLSD
72,COMOLSD
73,COMOLSD
74,COMOLSD
75,COMOLSD
76,MOEAD
77,COMOLSD
78,COMOLSD
79,COMOLSD
80,COMOLSD
81,COMOLSD
82,COMOLSD
83,MOEAD
84,MOEAD
85,COMOLSD
86,MOEAD
87,MOEAD
88,MOEAD
89,MOEAD
90,COMOLSD
91,COMOLSD
92,COMOLSD
93,COMOLSD
94,MOEAD
95,COMOLSD
96,MOEAD
97,COMOLSD
98,COMOLSD
99,COMOLSD
