Fold,SBS_Best_Models
0,MOEAD
1,COMOLSD
2,COMOLSD
3,COMOLSD
4,MOEAD
5,COMOLSD
6,COMOLSD
7,COMOLSD
8,MOEAD
9,MOEAD
10,COMOLSD
11,MOEAD
12,MOEAD
13,COMOLSD
14,COMOLSD
15,COMOLSD
16,COMOLSD
17,MOEAD
18,COMOLSD
19,MOEAD
20,MOEAD
21,COMOLSD
22,COMOLSD
23,COMOLSD
24,COMOLSD
25,MOEAD
26,COMOLSD
27,COMOLSD
28,COMOLSD
29,MOEAD
30,COMOLSD
31,MOEAD
32,COMOLSD
33,COMOLSD
34,MOEAD
35,MOEAD
36,MOEAD
37,COMOLSD
38,COMOLSD
39,MOEAD
40,COMOLSD
41,COMOLSD
42,COMOLSD
43,MOEAD
44,COMOLSD
45,COMOLSD
46,COMOLSD
47,COMOLSD
48,MOEAD
49,COMOLSD
50,MOEAD
51,COMOLSD
52,MOEAD
53,COMOLSD
54,COMOLSD
55,COMOLSD
56,COMOLSD
57,COMOLSD
58,COMOLSD
59,COMOLSD
60,COMOLSD
61,COMOLSD
62,COMOLSD
63,COMOLSD
64,COMOLSD
65,COMOLSD
66,COMOLSD
67,COMOLSD
68,COMOLSD
69,COMOLSD
70,COMOLSD
71,COMOLSD
72,COMOLSD
73,MOEAD
74,MOEAD
75,MOEAD
76,MOEAD
77,COMOLSD
78,MOEAD
79,COMOLSD
80,COMOLSD
81,MOEAD
82,COMOLSD
83,MOEAD
84,COMOLSD
85,MOEAD
86,COMOLSD
87,COMOLSD
88,COMOLSD
89,COMOLSD
90,COMOLSD
91,MOEAD
92,COMOLSD
93,MOEAD
94,COMOLSD
95,MOEAD
96,COMOLSD
97,COMOLSD
98,MOEAD
99,COMOLSD
