Fold,SBS_Best_Models
0,COMOLSD
1,COMOLSD
2,COMOLSD
3,COMOLSD
4,MOEAD
5,COMOLSD
6,COMOLSD
7,COMOLSD
8,MOEAD
9,COMOLSD
10,COMOLSD
11,COMOLSD
12,COMOLSD
13,COMOLSD
14,COMOLSD
15,COMOLSD
16,COMOLSD
17,COMOLSD
18,MOEAD
19,COMOLSD
20,COMOLSD
21,COMOLSD
22,MOEAD
23,MOEAD
24,COMOLSD
25,COMOLSD
26,COMOLSD
27,COMOLSD
28,COMOLSD
29,MOEAD
30,COMOLSD
31,MOEAD
32,MOEAD
33,COMOLSD
34,MOEAD
35,COMOLSD
36,COMOLSD
37,COMOLSD
38,COMOLSD
39,COMOLSD
40,COMOLSD
41,MOEAD
42,MOEAD
43,COMOLSD
44,COMOLSD
45,COMOLSD
46,COMOLSD
47,MOEAD
48,COMOLSD
49,COMOLSD
50,MOEAD
51,COMOLSD
52,COMOLSD
53,COMOLSD
54,COMOLSD
55,COMOLSD
56,COMOLSD
57,MOEAD
58,COMOLSD
59,MOEAD
60,COMOLSD
61,COMOLSD
62,MOEAD
63,COMOLSD
64,COMOLSD
65,COMOLSD
66,COMOLSD
67,MOEAD
68,COMOLSD
69,COMOLSD
70,MOEAD
71,COMOLSD
72,COMOLSD
73,COMOLSD
74,COMOLSD
75,COMOLSD
76,COMOLSD
77,MOEAD
78,COMOLSD
79,MOEAD
80,COMOLSD
81,MOEAD
82,MOEAD
83,COMOLSD
84,MOEAD
85,MOEAD
86,COMOLSD
87,MOEAD
88,MOEAD
89,MOEAD
90,COMOLSD
91,COMOLSD
92,COMOLSD
93,COMOLSD
94,MOEAD
95,MOEAD
96,COMOLSD
97,COMOLSD
98,COMOLSD
99,MOEAD
