Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,MOEAD
3,COMOLSD
4,COMOLSD
5,MOEAD
6,MOEAD
7,COMOLSD
8,COMOLSD
9,COMOLSD
10,COMOLSD
11,MOEAD
12,MOEAD
13,COMOLSD
14,MOEAD
15,MOEAD
16,COMOLSD
17,COMOLSD
18,COMOLSD
19,MOEAD
20,COMOLSD
21,MOEAD
22,COMOLSD
23,COMOLSD
24,COMOLSD
25,MOEAD
26,COMOLSD
27,COMOLSD
28,MOEAD
29,MOEAD
30,COMOLSD
31,MOEAD
32,COMOLSD
33,COMOLSD
34,COMOLSD
35,MOEAD
36,COMOLSD
37,COMOLSD
38,COMOLSD
39,COMOLSD
40,COMOLSD
41,MOEAD
42,COMOLSD
43,COMOLSD
44,MOEAD
45,COMOLSD
46,MOEAD
47,COMOLSD
48,MOEAD
49,COMOLSD
50,COMOLSD
51,MOEAD
52,COMOLSD
53,COMOLSD
54,MOEAD
55,COMOLSD
56,COMOLSD
57,COMOLSD
58,COMOLSD
59,COMOLSD
60,COMOLSD
61,MOEAD
62,MOEAD
63,COMOLSD
64,COMOLSD
65,COMOLSD
66,COMOLSD
67,COMOLSD
68,MOEAD
69,COMOLSD
70,COMOLSD
71,MOEAD
72,MOEAD
73,COMOLSD
74,COMOLSD
75,COMOLSD
76,COMOLSD
77,COMOLSD
78,MOEAD
79,COMOLSD
80,COMOLSD
81,COMOLSD
82,COMOLSD
83,COMOLSD
84,COMOLSD
85,COMOLSD
86,COMOLSD
87,COMOLSD
88,COMOLSD
89,COMOLSD
90,COMOLSD
91,COMOLSD
92,COMOLSD
93,COMOLSD
94,COMOLSD
95,COMOLSD
96,COMOLSD
97,COMOLSD
98,COMOLSD
99,COMOLSD
